bday,district,from,gender,to,year,week
12-june-1986,tiruvallur,hindu,F,islam,2012,35
23-june-1969,thanjavur,hindu,F,christian,2012,35
13-september-1986,chennai,hindu,F,islam,2012,35
16-march-1985,coimbatore,hindu,F,islam,2012,35
7-august-1979,vellore,hindu,F,islam,2012,35
7-may-1985,madurai,hindu,M,christian,2012,35
26-december-1980,madurai,hindu,M,christian,2012,35
30-march-1978,madurai,hindu,M,christian,2012,35
25-october-1991,chennai,christian,F,islam,2012,35
5-june-1986,chennai,hindu,M,christian,2012,35
7-september-1985,madurai,hindu,F,christian,2012,35
15-may-1984,thanjavur,hindu,F,islam,2012,35
4-march-1957,ramanathapuram,hindu,M,islam,2012,35
31-may-1975,cuddalore,christian,M,islam,2012,35
15-june-1969,chennai,hindu,M,christian,2012,35
7-september-1960,kanyakumari,hindu,F,christian,2012,35
15-april-1967,villupuram,hindu,F,christian,2012,35
1-june-1963,villupuram,hindu,M,christian,2012,35
16-june-1980,chennai,hindu,M,islam,2012,35
10-june-1978,ramanathapuram,hindu,F,islam,2012,35
1-april-1982,ramanathapuram,hindu,M,islam,2012,35
UNK,chennai,hindu,F,islam,2012,35
18-march-1967,villupuram,hindu,F,islam,2012,35
UNK,villupuram,hindu,F,islam,2012,35
10-november-1980,villupuram,hindu,F,islam,2012,35
8-february-1980,vellore,hindu,F,christian,2012,35
7-november-1976,madurai,hindu,M,islam,2012,35
"31-may-2001,",coimbatore,christian,M,hindu,2012,35
14--,coimbatore,UNK,F,UNK,2012,35
UNK,chennai,islam,F,christian,2012,35
13-january-1987,vellore,hindu,M,christian,2012,35
12-june-1972,ramanathapuram,christian,M,hindu,2012,35
7-may-1974,ramanathapuram,christian,M,hindu,2012,35
3-june-1974,ramanathapuram,christian,M,hindu,2012,35
4-june-1978,ramanathapuram,christian,M,hindu,2012,35
10-january-1977,cuddalore,hindu,F,islam,2012,35
1-april-1972,thanjavur,hindu,F,islam,2012,35
25-january-1983,chennai,hindu,M,christian,2012,35
23-june-1981,madurai,hindu,F,islam,2012,35
29-may-1986,calicutkerala,hindu,M,islam,2012,35
3-july-1984,chennai,hindu,M,islam,2012,35
6-january-1974,chennai,christian,M,hindu,2012,35
13-april-1976,ramanathapuram,hindu,M,islam,2012,35
UNK,virudhunagar,islam,F,hindu,2012,35
15-august-1945,thanjavur,islam,M,hindu,2012,35
10-october-1977,cuddalore,christian,M,hindu,2012,35
21-october-1965,vellore,islam,M,hindu,2012,35
29-july-1979,tiruvallur,christian,M,hindu,2012,35
14-march-1981,virudhunagar,islam,F,hindu,2012,35
2-july-1979,virudhunagar,islam,M,hindu,2012,35
12-march-1970,kancheepuram,christian,M,hindu,2012,35
10-july-1979,kancheepuram,hindu,M,islam,2012,35
1-february-1974,chennai,christian,F,hindu,2012,35
20-june-1972,tirunelveli,christian,M,hindu,2012,35
13--,coimbatore,UNK,M,UNK,2012,35
3-december-1968,tirunelveli,hindu,F,islam,2012,35
10-july-1991,tirunelveli,hindu,M,islam,2012,35
13-november-2002,kanyakumari,hindu,F,islam,2012,35
10-april-1967,chennai,hindu,M,christian,2012,35
2-may-1990,tirunelveli,hindu,M,islam,2012,22
10-february-1978,tiruvarur,hindu,F,islam,2012,22
28-november-1978,dindigul,hindu,M,islam,2012,22
28-may-1963,"kanyakumari),residing at no. 7-4a (4",hindu,M,christian,2012,22
17-july-1997,coimbatore,hindu,F,islam,2012,22
4-june-1978,coimbatore,hindu,F,islam,2012,22
12-may-1964,kancheepuram,hindu,M,christian,2012,22
1-november-1985,dindigul,hindu,M,islam,2012,22
26-august-1984,kancheepuram,hindu,M,christian,2012,22
29-august-1988,salem,hindu,F,islam,2012,22
24-may-1948,perambalur,hindu,F,christian,2012,22
20-may-1968,madurai,christian,M,hindu,2012,22
10-june-1978,vellore,hindu,F,islam,2012,22
UNK,chennai,christian,F,islam,2012,22
25--,tiruppur,islam,M,hindu,2012,22
UNK,kancheepuram,hindu,F,islam,2012,22
16-may-1973,tiruvallur,hindu,M,christian,2012,22
3-april-1981,tiruvallur,hindu,F,christian,2012,22
27-may-1969,tiruchirappalli,hindu,F,islam,2012,22
10-july-1977,villupuram,hindu,F,christian,2012,22
6-september-1978,virudhunagar,hindu,M,islam,2012,22
14-april-1980,thiruvannamalai,hindu,M,christian,2012,22
UNK,chennai,hindu,M,islam,2012,22
6-april-1982,chennai,hindu,F,islam,2012,22
UNK,chennai,hindu,F,christian,2012,22
20-may-1975,kanyakumari,christian,M,hindu,2012,22
20-march-1981,kanyakumari,christian,F,hindu,2012,22
19-august-1989,madurai,hindu,F,islam,2012,22
UNK,vellore,hindu,F,islam,2012,22
UNK,thrissur-kerala,christian,F,islam,2012,22
19-october-2009,chennai,hindu,F,islam,2012,22
10-july-1981,chennai,christian,F,islam,2012,22
16-august-1984,chennai,hindu,F,islam,2012,22
27-april-2000,chennai,hindu,M,christian,2012,22
4-march-1986,ramanathapuram,hindu,F,islam,2012,22
3--,chennai,hindu,M,christian,2012,22
6-april-1985,tiruppur,hindu,M,islam,2012,22
3-january-1962,thoothukkudi,hindu,M,islam,2012,22
3-may-1986,sivagangai,christian,F,hindu,2012,22
UNK,chennai,christian,F,hindu,2012,22
25-june-1983,chennai,hindu,F,christian,2012,22
10-june-1975,dharmapuri,hindu,M,christian,2012,22
15-february-1982,dharmapuri,hindu,M,christian,2012,22
13-february-1975,thoothukkudi,hindu,F,christian,2012,22
31-may-1982,cuddalore,hindu,F,christian,2012,22
UNK,tirunelveli,hindu,M,islam,2012,22
12-january-1992,vellore,islam,F,christian,2012,22
5-june-1989,tirunelveli,hindu,M,islam,2012,22
5-march-1982,thoothukkudi,christian,F,hindu,2012,22
12-january-1954,thoothukkudi,hindu,M,islam,2012,22
14--,tirunelveli,hindu,F,islam,2012,22
1-april-1985,dharmapuri,hindu,M,christian,2012,22
11-march-1973,salem,hindu,F,christian,2012,22
26-january-1962,salem,hindu,M,christian,2012,22
28-august-1990,chennai,hindu,M,christian,2012,22
6-may-1983,tiruppur,islam,F,hindu,2012,22
2-january-1974,ramanathapuram,hindu,M,christian,2012,22
UNK,tirunelveli,hindu,F,christian,2012,22
UNK,thoothokkudi,christian,M,islam,2012,22
22-october-1969,chennai,hindu,M,christian,2012,22
5-april-1987,cuddalore,hindu,F,islam,2012,22
16-october-1987,chennai,hindu,F,islam,2012,22
UNK,tiruchirappalli,hindu,M,christian,2012,43
14-june-1965,pudukkottai,hindu,F,christian,2012,43
9-august-1989,pudukkottai,hindu,M,christian,2012,43
29-december-1991,pudukkottai,hindu,F,christian,2012,43
5-december-1993,pudukkottai,hindu,M,christian,2012,43
10thnovembe--,pudukkottai,hindu,F,christian,2012,43
21-september-1977,chennai,hindu,F,christian,2012,43
12-april-1975,tirunelveli,christian,M,hindu,2012,43
UNK,sivagangai,hindu,M,christian,2012,43
27-july-1988,chennai,islam,F,hindu,2012,43
4-march-1986,chennai,hindu,M,islam,2012,43
15-july-1975,dharmapuri,christian,M,hindu,2012,43
3-november-1972,tiruppur,hindu,M,christian,2012,43
25-august-1976,chennai,hindu,F,islam,2012,43
3-march-1982,tiruppur,hindu,F,christian,2012,43
15-june-1976,ariyalur,hindu,M,christian,2012,43
25-january-1990,kancheepuram,hindu,F,islam,2012,43
26-april-1970,madurai,christian,F,hindu,2012,43
13-february-1989,tiruchirappalli,islam,F,hindu,2012,43
15-november-1987,kancheepuram,hindu,M,christian,2012,43
3-april-1959,tirunelveli,hindu,F,christian,2012,43
6-april-1980,chennai,hindu,F,christian,2012,43
11-may-1993,ramanathapuram,hindu,F,islam,2012,43
21-april-1975,coimbatore,hindu,M,christian,2012,43
UNK,thanjavur,UNK,M,UNK,2012,43
25-july-1992,chennai,hindu,F,islam,2012,43
UNK,thanjavur,UNK,M,UNK,2012,43
14-april-1972,sivagangai,hindu,M,islam,2012,43
25-march-1963,chennai,hindu,M,christian,2012,43
13-january-1985,tirunelveli,hindu,F,christian,2012,43
4-june-1978,tirunelveli,hindu,M,christian,2012,43
UNK,chennai,hindu,M,islam,2012,43
28-january-1984,sivagangai,hindu,M,islam,2012,43
30-april-1984,pondicherry,hindu,F,islam,2012,43
26-july-1972,pudukkottai,hindu,M,islam,2012,43
10-april-1943,pudukkottai,hindu,F,islam,2012,43
23-december-1975,chennai,hindu,M,islam,2012,43
14-march-1986,chennai,hindu,M,islam,2012,43
4-march-1991,chennai,hindu,F,islam,2012,43
UNK,vellore,hindu,M,islam,2012,43
15-may-1978,villupuram,christian,M,hindu,2012,43
21-july-1978,nagapattinam,UNK,M,UNK,2012,43
10-may-1972,ramanathapuram,hindu,F,islam,2012,43
4-june-1981,namakkal,hindu,M,islam,2012,43
15-may-1982,nagapattinam,hindu,F,islam,2012,43
29-march-1984,chennai,hindu,F,islam,2012,43
1-october-1960,chennai,hindu,F,christian,2012,43
UNK,chennai,UNK,M,UNK,2012,43
21--,chennai,hindu,M,christian,2012,43
20-may-1977,pudukkottai,hindu,M,islam,2012,43
1-april-1983,pudukkottai,hindu,M,islam,2012,43
UNK,chennai,hindu,M,islam,2012,43
10-may-1993,sivagangai,hindu,F,islam,2012,43
7-april-1985,thiruvannamalai,hindu,M,christian,2012,43
UNK,tirunelveli,hindu,M,islam,2012,43
5-march-1974,chennai,hindu,M,christian,2012,43
13-january-1968,chennai,hindu,M,christian,2012,43
UNK,chennai,islam,M,hindu,2012,43
22-march-1994,kancheepuram,hindu,M,islam,2012,43
2-june-1973,villupuram,UNK,M,UNK,2012,43
UNK,calicut-kerala,islam,M,hindu,2012,43
23--,chennai,hindu,F,christian,2012,43
27-may-1958,chennai,hindu,M,christian,2012,5
16-march-1981,virudhunagar,hindu,M,islam,2012,5
7-january-1977,"virudhunagar),residing at no. 5(1",hindu,M,islam,2012,5
4-may-1969,cuddalore,hindu,M,islam,2012,5
1-july-1989,tiruchirappalli,hindu,M,islam,2012,5
UNK,theni,hindu,M,islam,2012,5
UNK,nagappattinam,hindu,M,islam,2012,5
16-october-1981,chennai,hindu,M,islam,2012,5
13-october-1963,chennai,hindu,F,christian,2012,5
10-july-1999,chennai,hindu,M,christian,2012,5
28--,chennai,hindu,M,christian,2012,5
21-october-1989,thoothukkudi,christian,F,hindu,2012,5
22-january-1988,chennai,islam,F,christian,2012,5
23-april-1982,thoothukkudi,hindu,M,islam,2012,5
3-march-1986,tirunelveli,christian,F,hindu,2012,5
5-october-1984,ramanathapuram,hindu,F,islam,2012,5
4-may-2002,dindugal,hindu,F,christian,2012,5
28-october-1989,vellore,hindu,M,islam,2012,5
UNK,chennai,hindu,M,christian,2012,5
UNK,madurai,hindu,M,christian,2012,5
10-may-1982,madurai,hindu,M,christian,2012,5
14-march-1978,tirunelveli,hindu,M,christian,2012,5
7-february-1981,villupuram,islam,F,hindu,2012,5
20-may-1983,chennai,hindu,F,islam,2012,5
UNK,vellore,UNK,M,UNK,2012,5
5-january-1983,dindigul,christian,F,islam,2012,5
11-november-1980,tiruvallur,hindu,F,islam,2012,5
15-may-1971,madurai,hindu,F,christian,2012,5
4-july-1977,tiruppur,hindu,M,islam,2012,5
10-march-1972,madurai,hindu,M,islam,2012,5
16-may-1991,krishnagiri,christian,F,islam,2012,5
UNK,salem,hindu,M,christian,2012,5
23-june-1985,chennai,hindu,M,islam,2012,5
6-december-1955,chennai,hindu,M,christian,2012,5
25-july-1968,coimbatore,hindu,M,christian,2012,5
UNK,thiruvannamalai,hindu,F,islam,2012,5
12-april-1973,ramanathapuram,christian,M,hindu,2012,5
25-may-1974,chennai,hindu,F,christian,2012,5
1-april-1967,the nilgiris,christian,M,hindu,2012,5
UNK,chennai,hindu,F,christian,2012,5
10-june-1978,ramanathapuram,hindu,F,islam,2012,5
UNK,kanyakumari,hindu,F,islam,2012,5
15-march-1979,thiruvannamalai,hindu,M,christian,2012,5
UNK,tirunelveli,hindu,M,christian,2012,5
3-june-1984,villupuram,hindu,M,islam,2012,5
24-march-1987,tiruvarur,christian,M,islam,2012,5
7-may-1969,tirunelveli,hindu,M,islam,2012,5
10-june-1944,kanyakumari,hindu,F,islam,2012,5
24-april-1989,chennai,hindu,F,islam,2012,5
2-june-1980,thoothukkudi,hindu,M,christian,2012,5
UNK,chennai,hindu,M,christian,2012,5
30-july-1995,tiruchirappalli,christian,M,hindu,2012,5
26-april-1962,thoothukkudi,christian,M,hindu,2012,5
6-january-1971,tiruppur,christian,F,hindu,2012,5
1-april-1973,tiruppur,christian,F,hindu,2012,5
17-may-1973,tiruppur,christian,M,hindu,2012,5
18-july-1982,dindigul,hindu,M,islam,2012,5
7-march-1984,palakad-kerala,hindu,F,christian,2012,5
UNK,virudhunagar,christian,F,hindu,2012,5
20-january-1953,virudhunagar,christian,M,hindu,2012,5
1-march-1990,coimbatore,islam,F,hindu,2012,5
23-may-1987,kanyakumari,hindu,F,islam,2012,5
25-june-1970,thanjavur,christian,F,islam,2012,5
7-may-1986,thanjavur,hindu,M,islam,2012,5
10-july-1985,thanjavur,hindu,M,islam,2012,5
4-january-1952,madurai,hindu,F,islam,2012,5
2-march-1985,chennai,hindu,F,islam,2012,5
15-august-1981,thoothukkudi,hindu,F,christian,2012,15
2-july-1961,nagapattinam,islam,F,hindu,2012,15
7-october-1991,thanjavur,hindu,F,islam,2012,15
1-june-1987,vellore,christian,F,hindu,2012,15
7-april-1970,tiruvallur,hindu,F,islam,2012,15
27-april-1991,chennai,christian,M,hindu,2012,15
10-february-1990,madurai,hindu,F,islam,2012,15
2-january-1984,chennai,hindu,M,islam,2012,15
19-september-1970,coimbatore,hindu,F,islam,2012,15
5-november-1988,chennai,hindu,M,christian,2012,15
28-april-1994,coimbatore,hindu,M,islam,2012,15
16-march-1995,tirunelveli,christian,M,hindu,2012,15
24-march-1984,coimbatore,hindu,M,islam,2012,15
13-june-1971,tirunelveli,christian,M,hindu,2012,15
4-april-1984,pudukkottai,christian,M,hindu,2012,15
5-april-1982,chennai,hindu,M,christian,2012,15
17-june-1989,chennai,christian,M,hindu,2012,15
20-january-1970,nagapattinam,hindu,M,islam,2012,15
19-october-1978,tiruvallur,hindu,M,christian,2012,15
UNK,nagappattinam,islam,M,hindu,2012,15
UNK,chennai,hindu,F,islam,2012,15
6-march-1983,cuddalore,christian,M,hindu,2012,15
UNK,kancheepuram,hindu,F,christian,2012,15
30-may-1964,kanyakumari,hindu,F,islam,2012,15
5-june-1982,kanyakumari,hindu,M,christian,2012,15
10-september-1985,quilon-kerala,christian,F,islam,2012,15
4-april-1979,nagapattinam,hindu,F,islam,2012,15
5-december-1985,villupuram,hindu,F,islam,2012,15
4-december-1970,ramanathapuram,hindu,M,islam,2012,15
6-april-1974,thoothukkudi,hindu,F,christian,2012,15
13-may-1991,kancheepuram,hindu,M,islam,2012,15
15-february-1991,coimbatore,hindu,F,islam,2012,15
28-may-1988,kancheepuram,hindu,F,islam,2012,15
10-apirl-1962,coimbatore,hindu,M,christian,2012,15
8-august-1988,chennai,hindu,F,islam,2012,15
10-july-1988,chennai,hindu,F,christian,2012,15
15-november-1976,kancheepuram,christian,F,hindu,2012,15
9-june-1982,tiruvallur,hindu,M,christian,2012,15
UNK,malda-west bengal,hindu,F,christian,2012,15
6-february-1982,chennai,christian,M,hindu,2012,15
2-february-1984,tiruvallur,hindu,F,christian,2012,15
7-june-1986,thanjavur,hindu,M,islam,2012,15
4-june-1972,tiruppur,hindu,M,christian,2012,15
30-july-1975,coimbatore,hindu,M,christian,2012,15
28-april-1987,pudukkottai,hindu,F,islam,2012,15
UNK,madurai,hindu,M,christian,2012,15
25-july-1976,tiruchirappalli,hindu,M,islam,2012,15
15-august-1961,ramanathapuram,hindu,M,christian,2012,15
15-june-1985,perambalur,christian,M,islam,2012,15
29-september-1982,chennai,hindu,M,christian,2012,15
15-may-1957,sivagangai,hindu,M,christian,2012,15
7-june-1991,thanjavur,hindu,M,islam,2012,15
31-december-1985,chennai,hindu,M,islam,2012,15
UNK,madurai,hindu,F,christian,2012,15
12-september-1983,chennai,hindu,F,christian,2012,15
16-march-1967,madurai,hindu,F,christian,2012,15
29-july-1958,chennai,hindu,M,christian,2012,15
1-july-1976,tiruvallur,hindu,M,christian,2012,15
29-may-1984,chennai,islam,M,hindu,2012,15
7-october-1981,pudukkottai,hindu,M,christian,2012,15
20-may-1985,tiruvarur,hindu,F,islam,2012,15
27-may-1979,pudukkottai,hindu,M,christian,2012,15
10-may-1970,theni,hindu,M,islam,2012,15
19-june-1975,chennai,hindu,F,christian,2012,15
24-february-1988,chennai,hindu,M,islam,2012,15
UNK,erode,hindu,F,islam,2012,15
30-december-1984,chennai,hindu,F,islam,2012,15
30-december-2001,coimbatore,hindu,M,islam,2012,15
20--,vellore,hindu,M,islam,2012,15
14-march-1990,UNK,hindu,F,islam,2012,15
1-february-1983,madurai,hindu,M,islam,2012,15
30-march-1973,kanyakumari,hindu,F,islam,2012,15
17-july-1995,madurai,hindu,F,islam,2012,15
20-july-1985,pondicherry,christian,F,islam,2012,15
9-february-1986,madurai,hindu,M,islam,2012,15
12--,tiruvallur,hindu,M,christian,2012,15
13-may-1973,ramanathapuram,hindu,M,islam,2012,15
6-april-1979,thirunelveli,christian,M,hindu,2012,15
22-april-1976,ramanathapuram,hindu,F,islam,2012,15
1-july-1980,chennai,hindu,M,islam,2012,15
14-april-1988,chennai,christian,F,hindu,2012,15
5-march-1977,chennai,hindu,F,christian,2012,15
5-april-1978,tirunelveli,hindu,M,christian,2012,17
7-february-1969,thoothukkudi,hindu,F,christian,2012,17
24-january-1988,the nilgiris,hindu,F,islam,2012,17
4-may-1987,madurai,hindu,M,islam,2012,17
5-january-1993,madurai,hindu,F,islam,2012,17
5-october-1972,chennai,hindu,M,christian,2012,17
4-april-1964,madurai,hindu,F,islam,2012,17
21-june-1994,thiruvallur,hindu,M,islam,2012,17
17-july-1960,virudhunagar,christian,M,hindu,2012,17
7-january-1989,vellore,hindu,M,islam,2012,17
UNK,virudhunagar,christian,F,hindu,2012,17
UNK,tiruvallur,hindu,M,christian,2012,17
24-september-1999,coimbatore,christian,M,hindu,2012,17
27-december-1991,tiruvallur,christian,F,islam,2012,17
3--,coimbatore,christian,F,hindu,2012,17
UNK,villupuram,hindu,F,islam,2012,17
17-april-1964,kanyakumari,hindu,M,christian,2012,17
14-march-1990,"kanyakuma,ri",christian,F,hindu,2012,17
24-december-1996,thiruvallur,hindu,M,islam,2012,17
2-march-1983,coimbatore,islam,M,islam,2012,17
28-april-1974,tiruchirappalli,hindu,M,islam,2012,17
20-february-1969,keralakolam,christian,M,hindu,2012,17
22-may-1985,theni,christian,M,islam,2012,17
UNK,coimbatore,hindu,F,islam,2012,17
1-june-1969,ramanathapuram,christian,F,islam,2012,17
12-june-1980,thoothukkudi,hindu,M,christian,2012,17
28--,virudhunagar,christian,M,hindu,2012,17
16-august-1968,madurai,christian,M,hindu,2012,17
5-march-1954,virudhunagar,christian,M,hindu,2012,17
10-july-1974,thoothukkudi,christian,F,islam,2012,17
17-april-1985,vellore,hindu,M,islam,2012,17
3-march-1981,perambalur,hindu,F,islam,2012,17
18-january-1986,chennai,hindu,M,islam,2012,17
12-august-1947,kanyakumari,UNK,M,UNK,2012,17
3-april-1982,chennai,hindu,F,islam,2012,17
2-november-1980,chennai,islam,M,hindu,2012,17
13-may-1953,thoothukkudi,hindu,M,christian,2012,17
5-june-1970,tirunelveli,christian,M,hindu,2012,17
9-october-1953,"sivagangai), residingat no. 6/1041, indira nagar, (rangaia nagar",hindu,M,islam,2012,17
15-march-1993,tiruchirappalli,hindu,M,islam,2012,17
12-july-1985,krishnagiri,hindu,F,islam,2012,17
24-april-1969,tiruchirappalli,hindu,M,islam,2012,17
21-november-1979,chennai,UNK,F,UNK,2012,17
30-march-1982,perambalur,hindu,M,islam,2012,17
9-february-1985,chennai,hindu,F,islam,2012,17
9-april-1962,nagapattinam,hindu,M,christian,2012,17
2-may-1985,tirunelveli,hindu,M,islam,2012,17
18-may-1986,chennai,hindu,M,islam,2012,17
18-december-1982,perambalur,hindu,F,islam,2012,17
1-november-1969,kancheepuram,hindu,M,christian,2012,17
26-july-1980,perambalur,hindu,M,islam,2012,17
19-july-2002,perambalur,hindu,F,islam,2012,17
28--,perambalur,hindu,M,islam,2012,17
4-april-1965,vellore,hindu,M,christian,2012,17
3-may-1964,erode,hindu,M,christian,2012,17
23-december-1988,vellore,hindu,F,islam,2012,17
18-november-1975,devikulamkerala,hindu,M,christian,2012,17
UNK,thanjavur,christian,M,islam,2012,17
9-may-1979,chennai,hindu,F,christian,2012,17
19-may-1980,sivagangai,hindu,F,islam,2012,17
24-may-1989,nagapattinam,hindu,F,islam,2012,17
2-april-1960,tirunelveli,hindu,M,christian,2012,17
12-june-1986,chennai,hindu,M,christian,2012,17
17-july-1979,tirunelveli,hindu,M,christian,2012,17
UNK,chennai,hindu,M,christian,2012,17
4-april-1983,dindigul,hindu,M,christian,2012,17
29-june-1983,chennai,hindu,M,christian,2012,17
11-october-1973,kanyakumari,hindu,M,christian,2012,17
12-june-1979,thenilgiris,hindu,M,christian,2012,17
25-may-1989,vellore,hindu,M,christian,2012,17
UNK,tiruvallur,hindu,M,islam,2012,17
3-june-1972,erode,hindu,M,christian,2012,17
26-may-1960,thiruvannamalai,hindu,M,christian,2012,17
19-may-1966,kancheepuram,hindu,F,islam,2012,17
13-june-1968,virudhunagar,christian,M,hindu,2012,17
10-may-1965,karur,hindu,M,christian,2012,17
11-october-1988,tiruvallur,hindu,F,christian,2012,17
21-december-1987,chennai,hindu,M,islam,2012,17
21-march-1964,ariyalur,hindu,F,islam,2012,17
28-november-1978,dindigul,hindu,M,islam,2012,17
22-july-1956,madurai,hindu,M,islam,2012,48
7-september-1955,madurai,hindu,F,islam,2012,48
22-june-1971,tirunelveli,hindu,F,islam,2012,48
22-may-1982,madurai,christian,F,hindu,2012,48
23-may-1994,UNK,christian,M,hindu,2012,48
26-june-1986,chennai,christian,F,hindu,2012,48
26-may-1982,ramanathapuram,islam,F,hindu,2012,48
13-july-1993,thiruvannamalai,hindu,F,islam,2012,48
26-february-1986,tiruchirappalli,hindu,F,islam,2012,48
9--,thiruvannamalai,hindu,M,islam,2012,48
20-april-1986,ramanathapuram,hindu,M,islam,2012,48
10-may-1981,coimbatore,hindu,F,christian,2012,48
2-january-1991,chennai,christian,M,hindu,2012,48
13-march-2002,coimbatore,hindu,F,christian,2012,48
28-june-1995,chennai,christian,M,hindu,2012,48
